geo,time,value,measure
abw,2059,83.41,life_expectancy_female
abw,2060,83.528,life_expectancy_female
abw,2061,83.649,life_expectancy_female
abw,2062,83.768,life_expectancy_female
abw,2063,83.894,life_expectancy_female
abw,2064,84.009,life_expectancy_female
abw,2065,84.12,life_expectancy_female
abw,2066,84.231,life_expectancy_female
abw,2067,84.344,life_expectancy_female
abw,2068,84.456,life_expectancy_female
abw,2069,84.565,life_expectancy_female
abw,2070,84.683,life_expectancy_female
abw,2071,84.799,life_expectancy_female
abw,2072,84.907,life_expectancy_female
abw,2073,85.018,life_expectancy_female
abw,2074,85.14,life_expectancy_female
abw,2075,85.258,life_expectancy_female
abw,2076,85.369,life_expectancy_female
abw,2077,85.48,life_expectancy_female
abw,2078,85.593,life_expectancy_female
abw,2079,85.717,life_expectancy_female
abw,2080,85.835,life_expectancy_female
abw,2081,85.952,life_expectancy_female
abw,2082,86.068,life_expectancy_female
abw,2083,86.183,life_expectancy_female
abw,2084,86.294,life_expectancy_female
abw,2085,86.413,life_expectancy_female
abw,2086,86.526,life_expectancy_female
abw,2087,86.637,life_expectancy_female
abw,2088,86.754,life_expectancy_female
abw,2089,86.868,life_expectancy_female
abw,2090,86.98,life_expectancy_female
abw,2091,87.092,life_expectancy_female
abw,2092,87.192,life_expectancy_female
abw,2093,87.302,life_expectancy_female
abw,2094,87.412,life_expectancy_female
abw,2095,87.53,life_expectancy_female
abw,2096,87.643,life_expectancy_female
abw,2097,87.753,life_expectancy_female
abw,2098,87.864,life_expectancy_female
abw,2099,87.973,life_expectancy_female
abw,2100,88.083,life_expectancy_female
afg,1950,28.834,life_expectancy_female
afg,1951,29.275,life_expectancy_female
afg,1952,29.714,life_expectancy_female
afg,1953,30.164,life_expectancy_female
afg,1954,30.396,life_expectancy_female
afg,1955,31.117,life_expectancy_female
afg,1956,31.587,life_expectancy_female
afg,1957,32.096,life_expectancy_female
afg,1958,32.583,life_expectancy_female
afg,1959,33.084,life_expectancy_female
afg,1960,33.549,life_expectancy_female
afg,1961,34.043,life_expectancy_female
afg,1962,34.502,life_expectancy_female
afg,1963,34.945,life_expectancy_female
afg,1964,35.428,life_expectancy_female
afg,1965,35.9,life_expectancy_female
afg,1966,36.38,life_expectancy_female
afg,1967,36.851,life_expectancy_female
afg,1968,37.281,life_expectancy_female
afg,1969,37.758,life_expectancy_female
afg,1970,38.261,life_expectancy_female
afg,1971,38.752,life_expectancy_female
afg,1972,39.255,life_expectancy_female
afg,1973,39.778,life_expectancy_female
afg,1974,40.291,life_expectancy_female
afg,1975,40.813,life_expectancy_female
afg,1976,41.333,life_expectancy_female
afg,1977,41.88,life_expectancy_female
afg,1978,41.479,life_expectancy_female
afg,1979,40.881,life_expectancy_female
afg,1980,41.379,life_expectancy_female
afg,1981,41.695,life_expectancy_female
afg,1982,39.518,life_expectancy_female
afg,1983,40.093,life_expectancy_female
afg,1984,36.422,life_expectancy_female
afg,1985,37.101,life_expectancy_female
afg,1986,42.072,life_expectancy_female
afg,1987,42.603,life_expectancy_female
afg,1988,45.962,life_expectancy_female
afg,1989,47.042,life_expectancy_female
afg,1990,47.703,life_expectancy_female
afg,1991,48.282,life_expectancy_female
afg,1992,49.607,life_expectancy_female
afg,1993,52.296,life_expectancy_female
afg,1994,53.135,life_expectancy_female
afg,1995,53.694,life_expectancy_female
afg,1996,54.426,life_expectancy_female
afg,1997,54.72,life_expectancy_female
afg,1998,54.392,life_expectancy_female
afg,1999,55.966,life_expectancy_female
afg,2000,56.555,life_expectancy_female
afg,2001,57.089,life_expectancy_female
afg,2002,57.442,life_expectancy_female
afg,2003,58.472,life_expectancy_female
afg,2004,59.073,life_expectancy_female
afg,2005,59.588,life_expectancy_female
afg,2006,60.123,life_expectancy_female
afg,2007,60.804,life_expectancy_female
afg,2008,61.428,life_expectancy_female
afg,2009,61.791,life_expectancy_female
afg,2010,62.283,life_expectancy_female
afg,2011,62.852,life_expectancy_female
afg,2012,63.344,life_expectancy_female
afg,2013,63.814,life_expectancy_female
afg,2014,64.009,life_expectancy_female
afg,2015,64.178,life_expectancy_female
afg,2016,64.64,life_expectancy_female
afg,2017,65.606,life_expectancy_female
afg,2018,65.942,life_expectancy_female
afg,2019,66.144,life_expectancy_female
afg,2020,64.656,life_expectancy_female
afg,2021,64.079,life_expectancy_female
afg,2022,67.236,life_expectancy_female
afg,2023,67.536,life_expectancy_female
afg,2024,67.812,life_expectancy_female
afg,2025,68.079,life_expectancy_female
afg,2026,68.334,life_expectancy_female
afg,2027,68.568,life_expectancy_female
afg,2028,68.813,life_expectancy_female
afg,2029,69.053,life_expectancy_female
afg,2030,69.264,life_expectancy_female
afg,2031,69.493,life_expectancy_female
afg,2032,69.705,life_expectancy_female
afg,2033,69.92,life_expectancy_female
afg,2034,70.127,life_expectancy_female
afg,2035,70.344,life_expectancy_female
afg,2036,70.547,life_expectancy_female
afg,2037,70.741,life_expectancy_female
afg,2038,70.925,life_expectancy_female
afg,2039,71.11,life_expectancy_female
afg,2040,71.292,life_expectancy_female
afg,2041,71.472,life_expectancy_female
afg,2042,71.645,life_expectancy_female
afg,2043,71.813,life_expectancy_female
afg,2044,71.993,life_expectancy_female
afg,2045,72.155,life_expectancy_female
afg,2046,72.31,life_expectancy_female
afg,2047,72.474,life_expectancy_female
afg,2048,72.627,life_expectancy_female
afg,2049,72.791,life_expectancy_female
afg,2050,72.933,life_expectancy_female
afg,2051,73.085,life_expectancy_female
afg,2052,73.246,life_expectancy_female
afg,2053,73.402,life_expectancy_female
afg,2054,73.551,life_expectancy_female
afg,2055,73.692,life_expectancy_female
afg,2056,73.845,life_expectancy_female
afg,2057,73.988,life_expectancy_female
afg,2058,74.129,life_expectancy_female
afg,2059,74.277,life_expectancy_female
afg,2060,74.42,life_expectancy_female
afg,2061,74.559,life_expectancy_female
afg,2062,74.705,life_expectancy_female
afg,2063,74.85,life_expectancy_female
afg,2064,74.981,life_expectancy_female
afg,2065,75.117,life_expectancy_female
afg,2066,75.247,life_expectancy_female
afg,2067,75.382,life_expectancy_female
afg,2068,75.5,life_expectancy_female
afg,2069,75.624,life_expectancy_female
afg,2070,75.744,life_expectancy_female
afg,2071,75.865,life_expectancy_female
afg,2072,75.998,life_expectancy_female
afg,2073,76.133,life_expectancy_female
afg,2074,76.259,life_expectancy_female
afg,2075,76.387,life_expectancy_female
afg,2076,76.5,life_expectancy_female
afg,2077,76.615,life_expectancy_female
afg,2078,76.741,life_expectancy_female
afg,2079,76.859,life_expectancy_female
afg,2080,76.982,life_expectancy_female
afg,2081,77.115,life_expectancy_female
afg,2082,77.227,life_expectancy_female
afg,2083,77.343,life_expectancy_female
afg,2084,77.458,life_expectancy_female
afg,2085,77.574,life_expectancy_female
afg,2086,77.683,life_expectancy_female
afg,2087,77.803,life_expectancy_female
afg,2088,77.911,life_expectancy_female
afg,2089,78.028,life_expectancy_female
afg,2090,78.132,life_expectancy_female
afg,2091,78.244,life_expectancy_female
afg,2092,78.352,life_expectancy_female
afg,2093,78.461,life_expectancy_female
afg,2094,78.568,life_expectancy_female
afg,2095,78.676,life_expectancy_female
afg,2096,78.79,life_expectancy_female
afg,2097,78.914,life_expectancy_female
afg,2098,79.023,life_expectancy_female
afg,2099,79.134,life_expectancy_female
afg,2100,79.232,life_expectancy_female
ago,1950,37.569,life_expectancy_female
ago,1951,37.764,life_expectancy_female
ago,1952,37.908,life_expectancy_female
ago,1953,38.11,life_expectancy_female
ago,1954,38.319,life_expectancy_female
ago,1955,38.537,life_expectancy_female
ago,1956,38.738,life_expectancy_female
ago,1957,38.96,life_expectancy_female
ago,1958,39.196,life_expectancy_female
ago,1959,39.452,life_expectancy_female
ago,1960,39.739,life_expectancy_female
ago,1961,39.885,life_expectancy_female
ago,1962,40.218,life_expectancy_female
ago,1963,40.507,life_expectancy_female
ago,1964,40.813,life_expectancy_female
ago,1965,41.12,life_expectancy_female
ago,1966,41.487,life_expectancy_female
ago,1967,41.837,life_expectancy_female
ago,1968,42.23,life_expectancy_female
ago,1969,42.577,life_expectancy_female
ago,1970,42.964,life_expectancy_female
ago,1971,43.311,life_expectancy_female
ago,1972,43.702,life_expectancy_female
ago,1973,44.04,life_expectancy_female
ago,1974,44.419,life_expectancy_female
ago,1975,44.179,life_expectancy_female
ago,1976,44.233,life_expectancy_female
ago,1977,44.585,life_expectancy_female
ago,1978,44.889,life_expectancy_female
ago,1979,45.184,life_expectancy_female
ago,1980,45.47,life_expectancy_female
ago,1981,45.75,life_expectancy_female
ago,1982,46.016,life_expectancy_female
ago,1983,45.456,life_expectancy_female
ago,1984,45.686,life_expectancy_female
ago,1985,45.891,life_expectancy_female
ago,1986,46.072,life_expectancy_female
ago,1987,44.624,life_expectancy_female
ago,1988,45.125,life_expectancy_female
ago,1989,45.315,life_expectancy_female
ago,1990,45.43,life_expectancy_female
ago,1991,46.844,life_expectancy_female
ago,1992,45.563,life_expectancy_female
ago,1993,46.723,life_expectancy_female
ago,1994,47.745,life_expectancy_female
ago,1995,48.16,life_expectancy_female
ago,1996,48.402,life_expectancy_female
ago,1997,48.684,life_expectancy_female
ago,1998,48.047,life_expectancy_female
ago,1999,49.003,life_expectancy_female
ago,2000,49.132,life_expectancy_female
ago,2001,50.047,life_expectancy_female
ago,2002,50.367,life_expectancy_female
ago,2003,52.181,life_expectancy_female
ago,2004,53.074,life_expectancy_female
ago,2005,54.051,life_expectancy_female
ago,2006,54.811,life_expectancy_female
ago,2007,56.041,life_expectancy_female
ago,2008,57.162,life_expectancy_female
ago,2009,58.129,life_expectancy_female
ago,2010,59.221,life_expectancy_female
ago,2011,60.21,life_expectancy_female
ago,2012,61.157,life_expectancy_female
ago,2013,62.009,life_expectancy_female
ago,2014,62.728,life_expectancy_female
ago,2015,63.412,life_expectancy_female
ago,2016,64.009,life_expectancy_female
ago,2017,64.527,life_expectancy_female
ago,2018,65.057,life_expectancy_female
ago,2019,65.506,life_expectancy_female
ago,2020,65.774,life_expectancy_female
ago,2021,65.441,life_expectancy_female
ago,2022,66.753,life_expectancy_female
ago,2023,67.144,life_expectancy_female
ago,2024,67.344,life_expectancy_female
ago,2025,67.536,life_expectancy_female
ago,2026,67.732,life_expectancy_female
ago,2027,67.931,life_expectancy_female
ago,2028,68.118,life_expectancy_female
ago,2029,68.294,life_expectancy_female
ago,2030,68.487,life_expectancy_female
ago,2031,68.676,life_expectancy_female
ago,2032,68.851,life_expectancy_female
ago,2033,69.031,life_expectancy_female
ago,2034,69.198,life_expectancy_female
ago,2035,69.361,life_expectancy_female
ago,2036,69.528,life_expectancy_female
ago,2037,69.689,life_expectancy_female
ago,2038,69.844,life_expectancy_female
ago,2039,69.995,life_expectancy_female
ago,2040,70.148,life_expectancy_female
ago,2041,70.304,life_expectancy_female
ago,2042,70.469,life_expectancy_female
ago,2043,70.618,life_expectancy_female
ago,2044,70.764,life_expectancy_female
ago,2045,70.917,life_expectancy_female
ago,2046,71.056,life_expectancy_female
ago,2047,71.207,life_expectancy_female
ago,2048,71.345,life_expectancy_female
ago,2049,71.483,life_expectancy_female
ago,2050,71.625,life_expectancy_female
ago,2051,71.755,life_expectancy_female
ago,2052,71.901,life_expectancy_female
ago,2053,72.047,life_expectancy_female
ago,2054,72.185,life_expectancy_female
ago,2055,72.315,life_expectancy_female
ago,2056,72.453,life_expectancy_female
ago,2057,72.585,life_expectancy_female
ago,2058,72.721,life_expectancy_female
ago,2059,72.852,life_expectancy_female
ago,2060,72.985,life_expectancy_female
ago,2061,73.125,life_expectancy_female
ago,2062,73.25,life_expectancy_female
ago,2063,73.38,life_expectancy_female
ago,2064,73.518,life_expectancy_female
ago,2065,73.656,life_expectancy_female
ago,2066,73.796,life_expectancy_female
ago,2067,73.921,life_expectancy_female
ago,2068,74.038,life_expectancy_female
ago,2069,74.157,life_expectancy_female
ago,2070,74.287,life_expectancy_female
ago,2071,74.409,life_expectancy_female
ago,2072,74.533,life_expectancy_female
ago,2073,74.655,life_expectancy_female
ago,2074,74.78,life_expectancy_female
ago,2075,74.892,life_expectancy_female
ago,2076,75.02,life_expectancy_female
ago,2077,75.136,life_expectancy_female
ago,2078,75.249,life_expectancy_female
ago,2079,75.366,life_expectancy_female
ago,2080,75.479,life_expectancy_female
ago,2081,75.592,life_expectancy_female
ago,2082,75.703,life_expectancy_female
ago,2083,75.814,life_expectancy_female
ago,2084,75.928,life_expectancy_female
ago,2085,76.049,life_expectancy_female
ago,2086,76.161,life_expectancy_female
ago,2087,76.275,life_expectancy_female
ago,2088,76.384,life_expectancy_female
ago,2089,76.5,life_expectancy_female
ago,2090,76.618,life_expectancy_female
ago,2091,76.728,life_expectancy_female
ago,2092,76.829,life_expectancy_female
ago,2093,76.939,life_expectancy_female
ago,2094,77.061,life_expectancy_female
ago,2095,77.177,life_expectancy_female
ago,2096,77.29,life_expectancy_female
ago,2097,77.401,life_expectancy_female
ago,2098,77.513,life_expectancy_female
ago,2099,77.616,life_expectancy_female
ago,2100,77.734,life_expectancy_female
aia,1950,59.894,life_expectancy_female
aia,1951,60.337,life_expectancy_female
aia,1952,60.72,life_expectancy_female
aia,1953,61.168,life_expectancy_female
aia,1954,61.625,life_expectancy_female
aia,1955,62.144,life_expectancy_female
aia,1956,62.631,life_expectancy_female
aia,1957,63.127,life_expectancy_female
aia,1958,63.576,life_expectancy_female
aia,1959,64.1,life_expectancy_female
aia,1960,62.556,life_expectancy_female
aia,1961,65.043,life_expectancy_female
aia,1962,65.517,life_expectancy_female
aia,1963,65.99,life_expectancy_female
aia,1964,66.465,life_expectancy_female
aia,1965,66.952,life_expectancy_female
aia,1966,67.413,life_expectancy_female
aia,1967,67.767,life_expectancy_female
aia,1968,68.124,life_expectancy_female
aia,1969,68.475,life_expectancy_female
aia,1970,68.832,life_expectancy_female
aia,1971,69.202,life_expectancy_female
aia,1972,69.557,life_expectancy_female
aia,1973,69.906,life_expectancy_female
aia,1974,70.244,life_expectancy_female
aia,1975,70.578,life_expectancy_female
aia,1976,70.922,life_expectancy_female
aia,1977,71.23,life_expectancy_female
aia,1978,71.507,life_expectancy_female
aia,1979,71.807,life_expectancy_female
aia,1980,72.076,life_expectancy_female
aia,1981,72.344,life_expectancy_female
aia,1982,72.56,life_expectancy_female
aia,1983,72.846,life_expectancy_female
aia,1984,73.059,life_expectancy_female
aia,1985,73.266,life_expectancy_female
aia,1986,73.508,life_expectancy_female
aia,1987,73.783,life_expectancy_female
aia,1988,74.113,life_expectancy_female
aia,1989,74.502,life_expectancy_female
aia,1990,74.815,life_expectancy_female
aia,1991,75.273,life_expectancy_female
aia,1992,75.698,life_expectancy_female
aia,1993,76.117,life_expectancy_female
aia,1994,76.509,life_expectancy_female
aia,1995,76.858,life_expectancy_female
aia,1996,77.193,life_expectancy_female
aia,1997,77.511,life_expectancy_female
aia,1998,77.817,life_expectancy_female
aia,1999,78.105,life_expectancy_female
aia,2000,78.385,life_expectancy_female
aia,2001,78.674,life_expectancy_female
aia,2002,78.973,life_expectancy_female
aia,2003,79.259,life_expectancy_female
aia,2004,79.549,life_expectancy_female
aia,2005,79.824,life_expectancy_female
aia,2006,80.142,life_expectancy_female
aia,2007,80.391,life_expectancy_female
aia,2008,80.58,life_expectancy_female
aia,2009,80.79,life_expectancy_female
aia,2010,81.02,life_expectancy_female
aia,2011,81.141,life_expectancy_female
aia,2012,81.294,life_expectancy_female
aia,2013,81.421,life_expectancy_female
aia,2014,81.54,life_expectancy_female
aia,2015,81.651,life_expectancy_female
aia,2016,81.758,life_expectancy_female
aia,2017,80.658,life_expectancy_female
aia,2018,81.991,life_expectancy_female
aia,2019,82.148,life_expectancy_female
aia,2020,82.281,life_expectancy_female
aia,2021,81.983,life_expectancy_female
aia,2022,82.525,life_expectancy_female
aia,2023,82.664,life_expectancy_female
aia,2024,82.785,life_expectancy_female
aia,2025,82.915,life_expectancy_female
aia,2026,83.051,life_expectancy_female
aia,2027,83.183,life_expectancy_female
aia,2028,83.312,life_expectancy_female
aia,2029,83.432,life_expectancy_female
aia,2030,83.563,life_expectancy_female
aia,2031,83.687,life_expectancy_female
aia,2032,83.806,life_expectancy_female
aia,2033,83.928,life_expectancy_female
aia,2034,84.049,life_expectancy_female
aia,2035,84.175,life_expectancy_female
aia,2036,84.302,life_expectancy_female
aia,2037,84.427,life_expectancy_female
aia,2038,84.547,life_expectancy_female
aia,2039,84.663,life_expectancy_female
aia,2040,84.786,life_expectancy_female
aia,2041,84.901,life_expectancy_female
aia,2042,85.025,life_expectancy_female
aia,2043,85.141,life_expectancy_female
aia,2044,85.262,life_expectancy_female
aia,2045,85.386,life_expectancy_female
aia,2046,85.503,life_expectancy_female
aia,2047,85.626,life_expectancy_female
aia,2048,85.74,life_expectancy_female
aia,2049,85.853,life_expectancy_female
aia,2050,85.965,life_expectancy_female
aia,2051,86.085,life_expectancy_female
aia,2052,86.205,life_expectancy_female
aia,2053,86.32,life_expectancy_female
aia,2054,86.434,life_expectancy_female
aia,2055,86.54,life_expectancy_female
aia,2056,86.66,life_expectancy_female
aia,2057,86.774,life_expectancy_female
aia,2058,86.886,life_expectancy_female
aia,2059,87.005,life_expectancy_female
aia,2060,87.123,life_expectancy_female
aia,2061,87.236,life_expectancy_female
aia,2062,87.358,life_expectancy_female
aia,2063,87.468,life_expectancy_female
aia,2064,87.582,life_expectancy_female
aia,2065,87.695,life_expectancy_female
aia,2066,87.809,life_expectancy_female
aia,2067,87.933,life_expectancy_female
aia,2068,88.05,life_expectancy_female
aia,2069,88.167,life_expectancy_female
aia,2070,88.282,life_expectancy_female
aia,2071,88.398,life_expectancy_female
aia,2072,88.509,life_expectancy_female
aia,2073,88.626,life_expectancy_female
aia,2074,88.741,life_expectancy_female
aia,2075,88.853,life_expectancy_female
aia,2076,88.962,life_expectancy_female
aia,2077,89.082,life_expectancy_female
aia,2078,89.2,life_expectancy_female
aia,2079,89.314,life_expectancy_female
aia,2080,89.427,life_expectancy_female
aia,2081,89.544,life_expectancy_female
aia,2082,89.656,life_expectancy_female
aia,2083,89.767,life_expectancy_female
aia,2084,89.88,life_expectancy_female
aia,2085,89.995,life_expectancy_female
aia,2086,90.111,life_expectancy_female
aia,2087,90.215,life_expectancy_female
aia,2088,90.333,life_expectancy_female
aia,2089,90.445,life_expectancy_female
aia,2090,90.56,life_expectancy_female
aia,2091,90.668,life_expectancy_female
aia,2092,90.777,life_expectancy_female
aia,2093,90.885,life_expectancy_female
aia,2094,90.994,life_expectancy_female
aia,2095,91.112,life_expectancy_female
aia,2096,91.222,life_expectancy_female
aia,2097,91.341,life_expectancy_female
aia,2098,91.457,life_expectancy_female
aia,2099,91.574,life_expectancy_female
aia,2100,91.686,life_expectancy_female
alb,1950,47.334,life_expectancy_female
alb,1951,48.064,life_expectancy_female
alb,1952,48.999,life_expectancy_female
alb,1953,49.998,life_expectancy_female
alb,1954,50.944,life_expectancy_female
alb,1955,52.062,life_expectancy_female
alb,1956,53.307,life_expectancy_female
alb,1957,54.735,life_expectancy_female
alb,1958,56.184,life_expectancy_female
alb,1959,57.579,life_expectancy_female
alb,1960,58.877,life_expectancy_female
alb,1961,59.995,life_expectancy_female
alb,1962,61.047,life_expectancy_female
alb,1963,62.086,life_expectancy_female
alb,1964,63.048,life_expectancy_female
alb,1965,63.934,life_expectancy_female
alb,1966,64.814,life_expectancy_female
alb,1967,65.642,life_expectancy_female
alb,1968,66.476,life_expectancy_female
alb,1969,67.237,life_expectancy_female
alb,1970,67.946,life_expectancy_female
alb,1971,68.612,life_expectancy_female
alb,1972,69.246,life_expectancy_female
alb,1973,69.844,life_expectancy_female
alb,1974,70.4,life_expectancy_female
alb,1975,70.918,life_expectancy_female
alb,1976,71.399,life_expectancy_female
alb,1977,71.852,life_expectancy_female
alb,1978,72.269,life_expectancy_female
alb,1979,72.597,life_expectancy_female
alb,1980,72.967,life_expectancy_female
alb,1981,73.287,life_expectancy_female
alb,1982,73.618,life_expectancy_female
alb,1983,73.97,life_expectancy_female
alb,1984,74.329,life_expectancy_female
alb,1985,74.684,life_expectancy_female
alb,1986,75.138,life_expectancy_female
alb,1987,75.477,life_expectancy_female
alb,1988,75.726,life_expectancy_female
alb,1989,75.956,life_expectancy_female
alb,1990,76.195,life_expectancy_female
alb,1991,76.452,life_expectancy_female
alb,1992,76.72,life_expectancy_female
alb,1993,77,life_expectancy_female
alb,1994,77.206,life_expectancy_female
alb,1995,77.407,life_expectancy_female
alb,1996,77.533,life_expectancy_female
alb,1997,77.052,life_expectancy_female
alb,1998,77.725,life_expectancy_female
alb,1999,77.822,life_expectancy_female
alb,2000,77.926,life_expectancy_female
alb,2001,78.031,life_expectancy_female
alb,2002,78.142,life_expectancy_female
alb,2003,78.329,life_expectancy_female
alb,2004,78.753,life_expectancy_female
alb,2005,79.303,life_expectancy_female
alb,2006,79.943,life_expectancy_female
alb,2007,80.584,life_expectancy_female
alb,2008,81.076,life_expectancy_female
alb,2009,81.282,life_expectancy_female
alb,2010,81.108,life_expectancy_female
alb,2011,80.916,life_expectancy_female
alb,2012,80.589,life_expectancy_female
alb,2013,80.387,life_expectancy_female
alb,2014,80.267,life_expectancy_female
alb,2015,80.451,life_expectancy_female
alb,2016,80.625,life_expectancy_female
alb,2017,80.795,life_expectancy_female
alb,2018,81.001,life_expectancy_female
alb,2019,81.06,life_expectancy_female
alb,2020,80.345,life_expectancy_female
alb,2021,79.002,life_expectancy_female
alb,2022,80.781,life_expectancy_female
alb,2023,81.446,life_expectancy_female
alb,2024,81.593,life_expectancy_female
alb,2025,81.741,life_expectancy_female
alb,2026,81.891,life_expectancy_female
alb,2027,82.042,life_expectancy_female
alb,2028,82.192,life_expectancy_female
alb,2029,82.34,life_expectancy_female
alb,2030,82.478,life_expectancy_female
alb,2031,82.614,life_expectancy_female
alb,2032,82.762,life_expectancy_female
alb,2033,82.903,life_expectancy_female
alb,2034,83.047,life_expectancy_female
alb,2035,83.186,life_expectancy_female
alb,2036,83.326,life_expectancy_female
alb,2037,83.468,life_expectancy_female
alb,2038,83.598,life_expectancy_female
alb,2039,83.725,life_expectancy_female
alb,2040,83.867,life_expectancy_female
alb,2041,84,life_expectancy_female
alb,2042,84.131,life_expectancy_female
alb,2043,84.26,life_expectancy_female
alb,2044,84.397,life_expectancy_female
alb,2045,84.53,life_expectancy_female
alb,2046,84.661,life_expectancy_female
alb,2047,84.794,life_expectancy_female
alb,2048,84.919,life_expectancy_female
alb,2049,85.049,life_expectancy_female
alb,2050,85.181,life_expectancy_female
alb,2051,85.311,life_expectancy_female
alb,2052,85.441,life_expectancy_female
alb,2053,85.564,life_expectancy_female
alb,2054,85.687,life_expectancy_female
alb,2055,85.805,life_expectancy_female
alb,2056,85.92,life_expectancy_female
alb,2057,86.05,life_expectancy_female
alb,2058,86.171,life_expectancy_female
alb,2059,86.296,life_expectancy_female
alb,2060,86.411,life_expectancy_female
alb,2061,86.531,life_expectancy_female
alb,2062,86.652,life_expectancy_female
alb,2063,86.777,life_expectancy_female
alb,2064,86.894,life_expectancy_female
alb,2065,87.017,life_expectancy_female
alb,2066,87.138,life_expectancy_female
alb,2067,87.258,life_expectancy_female
alb,2068,87.373,life_expectancy_female
alb,2069,87.491,life_expectancy_female
alb,2070,87.602,life_expectancy_female
alb,2071,87.722,life_expectancy_female
alb,2072,87.838,life_expectancy_female
alb,2073,87.957,life_expectancy_female
alb,2074,88.076,life_expectancy_female
alb,2075,88.195,life_expectancy_female
alb,2076,88.304,life_expectancy_female
alb,2077,88.42,life_expectancy_female
alb,2078,88.535,life_expectancy_female
alb,2079,88.646,life_expectancy_female
alb,2080,88.763,life_expectancy_female
alb,2081,88.884,life_expectancy_female
