geo,time,value,measure
abw,2086,83.592,life_expectancy_male
abw,2087,83.722,life_expectancy_male
abw,2088,83.863,life_expectancy_male
abw,2089,83.995,life_expectancy_male
abw,2090,84.122,life_expectancy_male
abw,2091,84.253,life_expectancy_male
abw,2092,84.365,life_expectancy_male
abw,2093,84.487,life_expectancy_male
abw,2094,84.613,life_expectancy_male
abw,2095,84.748,life_expectancy_male
abw,2096,84.876,life_expectancy_male
abw,2097,84.989,life_expectancy_male
abw,2098,85.108,life_expectancy_male
abw,2099,85.224,life_expectancy_male
abw,2100,85.342,life_expectancy_male
afg,1950,27.547,life_expectancy_male
afg,1951,27.971,life_expectancy_male
afg,1952,28.394,life_expectancy_male
afg,1953,28.822,life_expectancy_male
afg,1954,29.079,life_expectancy_male
afg,1955,29.703,life_expectancy_male
afg,1956,30.163,life_expectancy_male
afg,1957,30.682,life_expectancy_male
afg,1958,31.184,life_expectancy_male
afg,1959,31.676,life_expectancy_male
afg,1960,32.136,life_expectancy_male
afg,1961,32.626,life_expectancy_male
afg,1962,33.098,life_expectancy_male
afg,1963,33.543,life_expectancy_male
afg,1964,34.004,life_expectancy_male
afg,1965,34.438,life_expectancy_male
afg,1966,34.877,life_expectancy_male
afg,1967,35.324,life_expectancy_male
afg,1968,35.825,life_expectancy_male
afg,1969,36.287,life_expectancy_male
afg,1970,36.748,life_expectancy_male
afg,1971,37.202,life_expectancy_male
afg,1972,37.681,life_expectancy_male
afg,1973,38.213,life_expectancy_male
afg,1974,38.734,life_expectancy_male
afg,1975,39.261,life_expectancy_male
afg,1976,39.787,life_expectancy_male
afg,1977,40.363,life_expectancy_male
afg,1978,38.855,life_expectancy_male
afg,1979,37.09,life_expectancy_male
afg,1980,37.428,life_expectancy_male
afg,1981,37.433,life_expectancy_male
afg,1982,33.251,life_expectancy_male
afg,1983,33.599,life_expectancy_male
afg,1984,27.823,life_expectancy_male
afg,1985,28.393,life_expectancy_male
afg,1986,35.27,life_expectancy_male
afg,1987,35.601,life_expectancy_male
afg,1988,40.742,life_expectancy_male
afg,1989,42.132,life_expectancy_male
afg,1990,42.712,life_expectancy_male
afg,1991,42.959,life_expectancy_male
afg,1992,43.765,life_expectancy_male
afg,1993,49.755,life_expectancy_male
afg,1994,48.883,life_expectancy_male
afg,1995,50.536,life_expectancy_male
afg,1996,51.26,life_expectancy_male
afg,1997,51.725,life_expectancy_male
afg,1998,50.636,life_expectancy_male
afg,1999,53.102,life_expectancy_male
afg,2000,53.463,life_expectancy_male
afg,2001,53.941,life_expectancy_male
afg,2002,54.986,life_expectancy_male
afg,2003,55.849,life_expectancy_male
afg,2004,56.519,life_expectancy_male
afg,2005,56.88,life_expectancy_male
afg,2006,56.974,life_expectancy_male
afg,2007,57.122,life_expectancy_male
afg,2008,57.984,life_expectancy_male
afg,2009,58.681,life_expectancy_male
afg,2010,59.097,life_expectancy_male
afg,2011,59.625,life_expectancy_male
afg,2012,60.099,life_expectancy_male
afg,2013,60.534,life_expectancy_male
afg,2014,60.495,life_expectancy_male
afg,2015,60.363,life_expectancy_male
afg,2016,60.661,life_expectancy_male
afg,2017,59.388,life_expectancy_male
afg,2018,59.175,life_expectancy_male
afg,2019,59.91,life_expectancy_male
afg,2020,58.455,life_expectancy_male
afg,2021,57.052,life_expectancy_male
afg,2022,63.941,life_expectancy_male
afg,2023,64.467,life_expectancy_male
afg,2024,64.704,life_expectancy_male
afg,2025,64.939,life_expectancy_male
afg,2026,65.154,life_expectancy_male
afg,2027,65.353,life_expectancy_male
afg,2028,65.562,life_expectancy_male
afg,2029,65.773,life_expectancy_male
afg,2030,65.947,life_expectancy_male
afg,2031,66.139,life_expectancy_male
afg,2032,66.311,life_expectancy_male
afg,2033,66.49,life_expectancy_male
afg,2034,66.659,life_expectancy_male
afg,2035,66.845,life_expectancy_male
afg,2036,67.016,life_expectancy_male
afg,2037,67.178,life_expectancy_male
afg,2038,67.327,life_expectancy_male
afg,2039,67.483,life_expectancy_male
afg,2040,67.631,life_expectancy_male
afg,2041,67.774,life_expectancy_male
afg,2042,67.917,life_expectancy_male
afg,2043,68.052,life_expectancy_male
afg,2044,68.196,life_expectancy_male
afg,2045,68.333,life_expectancy_male
afg,2046,68.457,life_expectancy_male
afg,2047,68.588,life_expectancy_male
afg,2048,68.715,life_expectancy_male
afg,2049,68.853,life_expectancy_male
afg,2050,68.966,life_expectancy_male
afg,2051,69.093,life_expectancy_male
afg,2052,69.228,life_expectancy_male
afg,2053,69.361,life_expectancy_male
afg,2054,69.494,life_expectancy_male
afg,2055,69.616,life_expectancy_male
afg,2056,69.749,life_expectancy_male
afg,2057,69.876,life_expectancy_male
afg,2058,70.001,life_expectancy_male
afg,2059,70.136,life_expectancy_male
afg,2060,70.264,life_expectancy_male
afg,2061,70.392,life_expectancy_male
afg,2062,70.529,life_expectancy_male
afg,2063,70.664,life_expectancy_male
afg,2064,70.786,life_expectancy_male
afg,2065,70.914,life_expectancy_male
afg,2066,71.033,life_expectancy_male
afg,2067,71.161,life_expectancy_male
afg,2068,71.272,life_expectancy_male
afg,2069,71.394,life_expectancy_male
afg,2070,71.515,life_expectancy_male
afg,2071,71.637,life_expectancy_male
afg,2072,71.761,life_expectancy_male
afg,2073,71.898,life_expectancy_male
afg,2074,72.026,life_expectancy_male
afg,2075,72.158,life_expectancy_male
afg,2076,72.277,life_expectancy_male
afg,2077,72.401,life_expectancy_male
afg,2078,72.533,life_expectancy_male
afg,2079,72.666,life_expectancy_male
afg,2080,72.799,life_expectancy_male
afg,2081,72.944,life_expectancy_male
afg,2082,73.07,life_expectancy_male
afg,2083,73.2,life_expectancy_male
afg,2084,73.327,life_expectancy_male
afg,2085,73.455,life_expectancy_male
afg,2086,73.583,life_expectancy_male
afg,2087,73.718,life_expectancy_male
afg,2088,73.844,life_expectancy_male
afg,2089,73.976,life_expectancy_male
afg,2090,74.101,life_expectancy_male
afg,2091,74.228,life_expectancy_male
afg,2092,74.361,life_expectancy_male
afg,2093,74.488,life_expectancy_male
afg,2094,74.616,life_expectancy_male
afg,2095,74.744,life_expectancy_male
afg,2096,74.879,life_expectancy_male
afg,2097,75.031,life_expectancy_male
afg,2098,75.164,life_expectancy_male
afg,2099,75.304,life_expectancy_male
afg,2100,75.429,life_expectancy_male
ago,1950,34.191,life_expectancy_male
ago,1951,34.362,life_expectancy_male
ago,1952,34.58,life_expectancy_male
ago,1953,34.806,life_expectancy_male
ago,1954,34.99,life_expectancy_male
ago,1955,35.236,life_expectancy_male
ago,1956,35.494,life_expectancy_male
ago,1957,35.66,life_expectancy_male
ago,1958,35.847,life_expectancy_male
ago,1959,36.042,life_expectancy_male
ago,1960,36.248,life_expectancy_male
ago,1961,34.266,life_expectancy_male
ago,1962,34.489,life_expectancy_male
ago,1963,34.72,life_expectancy_male
ago,1964,34.996,life_expectancy_male
ago,1965,35.236,life_expectancy_male
ago,1966,35.48,life_expectancy_male
ago,1967,35.849,life_expectancy_male
ago,1968,36.18,life_expectancy_male
ago,1969,36.559,life_expectancy_male
ago,1970,36.908,life_expectancy_male
ago,1971,37.316,life_expectancy_male
ago,1972,37.701,life_expectancy_male
ago,1973,38.143,life_expectancy_male
ago,1974,38.531,life_expectancy_male
ago,1975,37.936,life_expectancy_male
ago,1976,37.882,life_expectancy_male
ago,1977,38.312,life_expectancy_male
ago,1978,38.7,life_expectancy_male
ago,1979,39.062,life_expectancy_male
ago,1980,39.411,life_expectancy_male
ago,1981,39.738,life_expectancy_male
ago,1982,40.054,life_expectancy_male
ago,1983,38.923,life_expectancy_male
ago,1984,39.213,life_expectancy_male
ago,1985,39.48,life_expectancy_male
ago,1986,39.759,life_expectancy_male
ago,1987,37.441,life_expectancy_male
ago,1988,38.234,life_expectancy_male
ago,1989,38.468,life_expectancy_male
ago,1990,38.639,life_expectancy_male
ago,1991,40.991,life_expectancy_male
ago,1992,39.243,life_expectancy_male
ago,1993,38.227,life_expectancy_male
ago,1994,39.819,life_expectancy_male
ago,1995,44.145,life_expectancy_male
ago,1996,44.457,life_expectancy_male
ago,1997,44.716,life_expectancy_male
ago,1998,42.954,life_expectancy_male
ago,1999,42.799,life_expectancy_male
ago,2000,43.963,life_expectancy_male
ago,2001,44.162,life_expectancy_male
ago,2002,45.446,life_expectancy_male
ago,2003,48.258,life_expectancy_male
ago,2004,49.17,life_expectancy_male
ago,2005,50.203,life_expectancy_male
ago,2006,51.107,life_expectancy_male
ago,2007,52.345,life_expectancy_male
ago,2008,53.386,life_expectancy_male
ago,2009,54.308,life_expectancy_male
ago,2010,55.253,life_expectancy_male
ago,2011,55.976,life_expectancy_male
ago,2012,56.677,life_expectancy_male
ago,2013,57.404,life_expectancy_male
ago,2014,58.068,life_expectancy_male
ago,2015,58.68,life_expectancy_male
ago,2016,59.237,life_expectancy_male
ago,2017,59.727,life_expectancy_male
ago,2018,60.199,life_expectancy_male
ago,2019,60.609,life_expectancy_male
ago,2020,60.509,life_expectancy_male
ago,2021,60.498,life_expectancy_male
ago,2022,61.748,life_expectancy_male
ago,2023,62.099,life_expectancy_male
ago,2024,62.275,life_expectancy_male
ago,2025,62.443,life_expectancy_male
ago,2026,62.616,life_expectancy_male
ago,2027,62.794,life_expectancy_male
ago,2028,62.956,life_expectancy_male
ago,2029,63.11,life_expectancy_male
ago,2030,63.277,life_expectancy_male
ago,2031,63.441,life_expectancy_male
ago,2032,63.598,life_expectancy_male
ago,2033,63.754,life_expectancy_male
ago,2034,63.898,life_expectancy_male
ago,2035,64.046,life_expectancy_male
ago,2036,64.189,life_expectancy_male
ago,2037,64.334,life_expectancy_male
ago,2038,64.468,life_expectancy_male
ago,2039,64.595,life_expectancy_male
ago,2040,64.733,life_expectancy_male
ago,2041,64.864,life_expectancy_male
ago,2042,65.006,life_expectancy_male
ago,2043,65.131,life_expectancy_male
ago,2044,65.255,life_expectancy_male
ago,2045,65.383,life_expectancy_male
ago,2046,65.495,life_expectancy_male
ago,2047,65.626,life_expectancy_male
ago,2048,65.743,life_expectancy_male
ago,2049,65.866,life_expectancy_male
ago,2050,65.99,life_expectancy_male
ago,2051,66.107,life_expectancy_male
ago,2052,66.24,life_expectancy_male
ago,2053,66.369,life_expectancy_male
ago,2054,66.484,life_expectancy_male
ago,2055,66.606,life_expectancy_male
ago,2056,66.728,life_expectancy_male
ago,2057,66.847,life_expectancy_male
ago,2058,66.966,life_expectancy_male
ago,2059,67.09,life_expectancy_male
ago,2060,67.213,life_expectancy_male
ago,2061,67.346,life_expectancy_male
ago,2062,67.459,life_expectancy_male
ago,2063,67.581,life_expectancy_male
ago,2064,67.712,life_expectancy_male
ago,2065,67.843,life_expectancy_male
ago,2066,67.973,life_expectancy_male
ago,2067,68.097,life_expectancy_male
ago,2068,68.212,life_expectancy_male
ago,2069,68.329,life_expectancy_male
ago,2070,68.463,life_expectancy_male
ago,2071,68.583,life_expectancy_male
ago,2072,68.706,life_expectancy_male
ago,2073,68.834,life_expectancy_male
ago,2074,68.962,life_expectancy_male
ago,2075,69.079,life_expectancy_male
ago,2076,69.214,life_expectancy_male
ago,2077,69.342,life_expectancy_male
ago,2078,69.458,life_expectancy_male
ago,2079,69.59,life_expectancy_male
ago,2080,69.71,life_expectancy_male
ago,2081,69.832,life_expectancy_male
ago,2082,69.951,life_expectancy_male
ago,2083,70.076,life_expectancy_male
ago,2084,70.205,life_expectancy_male
ago,2085,70.342,life_expectancy_male
ago,2086,70.469,life_expectancy_male
ago,2087,70.602,life_expectancy_male
ago,2088,70.729,life_expectancy_male
ago,2089,70.859,life_expectancy_male
ago,2090,70.992,life_expectancy_male
ago,2091,71.126,life_expectancy_male
ago,2092,71.25,life_expectancy_male
ago,2093,71.382,life_expectancy_male
ago,2094,71.525,life_expectancy_male
ago,2095,71.665,life_expectancy_male
ago,2096,71.796,life_expectancy_male
ago,2097,71.933,life_expectancy_male
ago,2098,72.069,life_expectancy_male
ago,2099,72.2,life_expectancy_male
ago,2100,72.345,life_expectancy_male
aia,1950,50.424,life_expectancy_male
aia,1951,50.989,life_expectancy_male
aia,1952,51.549,life_expectancy_male
aia,1953,52.089,life_expectancy_male
aia,1954,52.625,life_expectancy_male
aia,1955,53.159,life_expectancy_male
aia,1956,53.707,life_expectancy_male
aia,1957,54.213,life_expectancy_male
aia,1958,54.745,life_expectancy_male
aia,1959,55.272,life_expectancy_male
aia,1960,54.705,life_expectancy_male
aia,1961,56.276,life_expectancy_male
aia,1962,56.786,life_expectancy_male
aia,1963,57.271,life_expectancy_male
aia,1964,57.749,life_expectancy_male
aia,1965,58.246,life_expectancy_male
aia,1966,58.727,life_expectancy_male
aia,1967,59.174,life_expectancy_male
aia,1968,59.659,life_expectancy_male
aia,1969,60.111,life_expectancy_male
aia,1970,60.735,life_expectancy_male
aia,1971,61.325,life_expectancy_male
aia,1972,61.837,life_expectancy_male
aia,1973,62.287,life_expectancy_male
aia,1974,62.784,life_expectancy_male
aia,1975,63.313,life_expectancy_male
aia,1976,63.752,life_expectancy_male
aia,1977,64.216,life_expectancy_male
aia,1978,64.733,life_expectancy_male
aia,1979,65.174,life_expectancy_male
aia,1980,65.541,life_expectancy_male
aia,1981,65.937,life_expectancy_male
aia,1982,66.356,life_expectancy_male
aia,1983,66.719,life_expectancy_male
aia,1984,67.043,life_expectancy_male
aia,1985,67.421,life_expectancy_male
aia,1986,67.844,life_expectancy_male
aia,1987,68.226,life_expectancy_male
aia,1988,68.574,life_expectancy_male
aia,1989,68.975,life_expectancy_male
aia,1990,69.313,life_expectancy_male
aia,1991,69.624,life_expectancy_male
aia,1992,69.91,life_expectancy_male
aia,1993,70.174,life_expectancy_male
aia,1994,70.428,life_expectancy_male
aia,1995,70.681,life_expectancy_male
aia,1996,70.951,life_expectancy_male
aia,1997,71.218,life_expectancy_male
aia,1998,71.455,life_expectancy_male
aia,1999,71.738,life_expectancy_male
aia,2000,71.987,life_expectancy_male
aia,2001,72.22,life_expectancy_male
aia,2002,72.429,life_expectancy_male
aia,2003,72.619,life_expectancy_male
aia,2004,72.812,life_expectancy_male
aia,2005,72.953,life_expectancy_male
aia,2006,73.123,life_expectancy_male
aia,2007,73.267,life_expectancy_male
aia,2008,73.406,life_expectancy_male
aia,2009,73.518,life_expectancy_male
aia,2010,73.658,life_expectancy_male
aia,2011,73.767,life_expectancy_male
aia,2012,73.865,life_expectancy_male
aia,2013,73.975,life_expectancy_male
aia,2014,74.076,life_expectancy_male
aia,2015,74.197,life_expectancy_male
aia,2016,74.4,life_expectancy_male
aia,2017,73.967,life_expectancy_male
aia,2018,74.839,life_expectancy_male
aia,2019,75.079,life_expectancy_male
aia,2020,75.331,life_expectancy_male
aia,2021,75.137,life_expectancy_male
aia,2022,75.804,life_expectancy_male
aia,2023,76.026,life_expectancy_male
aia,2024,76.229,life_expectancy_male
aia,2025,76.444,life_expectancy_male
aia,2026,76.67,life_expectancy_male
aia,2027,76.896,life_expectancy_male
aia,2028,77.109,life_expectancy_male
aia,2029,77.317,life_expectancy_male
aia,2030,77.538,life_expectancy_male
aia,2031,77.755,life_expectancy_male
aia,2032,77.962,life_expectancy_male
aia,2033,78.171,life_expectancy_male
aia,2034,78.377,life_expectancy_male
aia,2035,78.583,life_expectancy_male
aia,2036,78.789,life_expectancy_male
aia,2037,78.988,life_expectancy_male
aia,2038,79.18,life_expectancy_male
aia,2039,79.373,life_expectancy_male
aia,2040,79.569,life_expectancy_male
aia,2041,79.755,life_expectancy_male
aia,2042,79.943,life_expectancy_male
aia,2043,80.116,life_expectancy_male
aia,2044,80.299,life_expectancy_male
aia,2045,80.477,life_expectancy_male
aia,2046,80.649,life_expectancy_male
aia,2047,80.821,life_expectancy_male
aia,2048,80.98,life_expectancy_male
aia,2049,81.141,life_expectancy_male
aia,2050,81.296,life_expectancy_male
aia,2051,81.457,life_expectancy_male
aia,2052,81.616,life_expectancy_male
aia,2053,81.769,life_expectancy_male
aia,2054,81.919,life_expectancy_male
aia,2055,82.057,life_expectancy_male
aia,2056,82.21,life_expectancy_male
aia,2057,82.352,life_expectancy_male
aia,2058,82.495,life_expectancy_male
aia,2059,82.644,life_expectancy_male
aia,2060,82.786,life_expectancy_male
aia,2061,82.927,life_expectancy_male
aia,2062,83.068,life_expectancy_male
aia,2063,83.198,life_expectancy_male
aia,2064,83.337,life_expectancy_male
aia,2065,83.471,life_expectancy_male
aia,2066,83.609,life_expectancy_male
aia,2067,83.744,life_expectancy_male
aia,2068,83.876,life_expectancy_male
aia,2069,84.005,life_expectancy_male
aia,2070,84.135,life_expectancy_male
aia,2071,84.259,life_expectancy_male
aia,2072,84.378,life_expectancy_male
aia,2073,84.501,life_expectancy_male
aia,2074,84.622,life_expectancy_male
aia,2075,84.742,life_expectancy_male
aia,2076,84.856,life_expectancy_male
aia,2077,84.982,life_expectancy_male
aia,2078,85.107,life_expectancy_male
aia,2079,85.228,life_expectancy_male
aia,2080,85.351,life_expectancy_male
aia,2081,85.475,life_expectancy_male
aia,2082,85.595,life_expectancy_male
aia,2083,85.713,life_expectancy_male
aia,2084,85.827,life_expectancy_male
aia,2085,85.948,life_expectancy_male
aia,2086,86.062,life_expectancy_male
aia,2087,86.167,life_expectancy_male
aia,2088,86.287,life_expectancy_male
aia,2089,86.395,life_expectancy_male
aia,2090,86.506,life_expectancy_male
aia,2091,86.608,life_expectancy_male
aia,2092,86.719,life_expectancy_male
aia,2093,86.83,life_expectancy_male
aia,2094,86.943,life_expectancy_male
aia,2095,87.058,life_expectancy_male
aia,2096,87.164,life_expectancy_male
aia,2097,87.286,life_expectancy_male
aia,2098,87.397,life_expectancy_male
aia,2099,87.512,life_expectancy_male
aia,2100,87.633,life_expectancy_male
alb,1950,41.917,life_expectancy_male
alb,1951,42.644,life_expectancy_male
alb,1952,43.694,life_expectancy_male
alb,1953,44.852,life_expectancy_male
alb,1954,45.984,life_expectancy_male
alb,1955,47.167,life_expectancy_male
alb,1956,48.447,life_expectancy_male
alb,1957,49.848,life_expectancy_male
alb,1958,51.356,life_expectancy_male
alb,1959,52.746,life_expectancy_male
alb,1960,54.005,life_expectancy_male
alb,1961,55.028,life_expectancy_male
alb,1962,56,life_expectancy_male
alb,1963,56.938,life_expectancy_male
alb,1964,57.824,life_expectancy_male
alb,1965,58.677,life_expectancy_male
alb,1966,59.543,life_expectancy_male
alb,1967,60.364,life_expectancy_male
alb,1968,61.151,life_expectancy_male
alb,1969,61.888,life_expectancy_male
alb,1970,62.581,life_expectancy_male
alb,1971,63.246,life_expectancy_male
alb,1972,63.87,life_expectancy_male
alb,1973,64.442,life_expectancy_male
alb,1974,64.954,life_expectancy_male
alb,1975,65.425,life_expectancy_male
alb,1976,65.861,life_expectancy_male
alb,1977,66.271,life_expectancy_male
alb,1978,66.625,life_expectancy_male
alb,1979,66.828,life_expectancy_male
alb,1980,67.04,life_expectancy_male
alb,1981,67.21,life_expectancy_male
alb,1982,67.441,life_expectancy_male
alb,1983,67.658,life_expectancy_male
alb,1984,67.867,life_expectancy_male
alb,1985,68.115,life_expectancy_male
alb,1986,68.437,life_expectancy_male
alb,1987,68.727,life_expectancy_male
alb,1988,68.94,life_expectancy_male
alb,1989,69.174,life_expectancy_male
alb,1990,69.412,life_expectancy_male
alb,1991,69.705,life_expectancy_male
alb,1992,70.014,life_expectancy_male
alb,1993,70.38,life_expectancy_male
alb,1994,70.566,life_expectancy_male
alb,1995,70.734,life_expectancy_male
alb,1996,70.798,life_expectancy_male
alb,1997,69.866,life_expectancy_male
alb,1998,71.092,life_expectancy_male
alb,1999,71.405,life_expectancy_male
alb,2000,71.804,life_expectancy_male
alb,2001,72.204,life_expectancy_male
alb,2002,72.529,life_expectancy_male
alb,2003,72.864,life_expectancy_male
alb,2004,73.242,life_expectancy_male
alb,2005,73.663,life_expectancy_male
alb,2006,74.183,life_expectancy_male
alb,2007,74.922,life_expectancy_male
alb,2008,75.531,life_expectancy_male
alb,2009,75.842,life_expectancy_male
alb,2010,75.825,life_expectancy_male
alb,2011,75.792,life_expectancy_male
alb,2012,75.66,life_expectancy_male
alb,2013,75.666,life_expectancy_male
alb,2014,75.83,life_expectancy_male
alb,2015,76.281,life_expectancy_male
alb,2016,76.662,life_expectancy_male
alb,2017,76.997,life_expectancy_male
alb,2018,77.448,life_expectancy_male
alb,2019,77.834,life_expectancy_male
alb,2020,75.429,life_expectancy_male
alb,2021,74.742,life_expectancy_male
alb,2022,76.751,life_expectancy_male
alb,2023,77.728,life_expectancy_male
alb,2024,77.924,life_expectancy_male
alb,2025,78.124,life_expectancy_male
alb,2026,78.326,life_expectancy_male
alb,2027,78.532,life_expectancy_male
alb,2028,78.736,life_expectancy_male
alb,2029,78.94,life_expectancy_male
alb,2030,79.134,life_expectancy_male
alb,2031,79.334,life_expectancy_male
alb,2032,79.544,life_expectancy_male
alb,2033,79.748,life_expectancy_male
alb,2034,79.954,life_expectancy_male
alb,2035,80.156,life_expectancy_male
alb,2036,80.362,life_expectancy_male
alb,2037,80.565,life_expectancy_male
alb,2038,80.76,life_expectancy_male
alb,2039,80.95,life_expectancy_male
alb,2040,81.149,life_expectancy_male
alb,2041,81.343,life_expectancy_male
alb,2042,81.531,life_expectancy_male
alb,2043,81.714,life_expectancy_male
alb,2044,81.907,life_expectancy_male
alb,2045,82.092,life_expectancy_male
alb,2046,82.274,life_expectancy_male
alb,2047,82.458,life_expectancy_male
alb,2048,82.633,life_expectancy_male
alb,2049,82.804,life_expectancy_male
alb,2050,82.98,life_expectancy_male
alb,2051,83.146,life_expectancy_male
alb,2052,83.311,life_expectancy_male
alb,2053,83.474,life_expectancy_male
alb,2054,83.625,life_expectancy_male
alb,2055,83.773,life_expectancy_male
alb,2056,83.918,life_expectancy_male
alb,2057,84.076,life_expectancy_male
alb,2058,84.224,life_expectancy_male
alb,2059,84.371,life_expectancy_male
alb,2060,84.508,life_expectancy_male
alb,2061,84.652,life_expectancy_male
alb,2062,84.786,life_expectancy_male
alb,2063,84.928,life_expectancy_male
alb,2064,85.058,life_expectancy_male
alb,2065,85.197,life_expectancy_male
alb,2066,85.334,life_expectancy_male
alb,2067,85.466,life_expectancy_male
alb,2068,85.591,life_expectancy_male
alb,2069,85.712,life_expectancy_male
alb,2070,85.83,life_expectancy_male
alb,2071,85.952,life_expectancy_male
alb,2072,86.076,life_expectancy_male
alb,2073,86.196,life_expectancy_male
alb,2074,86.317,life_expectancy_male
alb,2075,86.433,life_expectancy_male
alb,2076,86.542,life_expectancy_male
alb,2077,86.653,life_expectancy_male
alb,2078,86.771,life_expectancy_male
alb,2079,86.874,life_expectancy_male
alb,2080,86.987,life_expectancy_male
